RegisterName,Register,MCU
GPIOR3,Register,AT90PWM2B
GPIOR2,Register,AT90PWM2B
GPIOR1,Register,AT90PWM2B
GPIOR0,Register,AT90PWM2B
PLLCSR,Register,AT90PWM2B
PRR,Register,AT90PWM2B
TIMSK0,Register,AT90PWM2B
TIFR0,Register,AT90PWM2B
TCCR0A,Register,AT90PWM2B
TCCR0B,Register,AT90PWM2B
TCNT0,Register,AT90PWM2B
OCR0A,Register,AT90PWM2B
OCR0B,Register,AT90PWM2B
GTCCR,Register,AT90PWM2B
TIMSK1,Register,AT90PWM2B
TIFR1,Register,AT90PWM2B
TCCR1A,Register,AT90PWM2B
TCCR1B,Register,AT90PWM2B
TCCR1C,Register,AT90PWM2B
TCNT1,Register,AT90PWM2B
OCR1A,Register,AT90PWM2B
OCR1B,Register,AT90PWM2B
ICR1,Register,AT90PWM2B
GTCCR,Register,AT90PWM2B
ADMUX,Register,AT90PWM2B
ADCSRA,Register,AT90PWM2B
ADC,Register,AT90PWM2B
ADCSRB,Register,AT90PWM2B
DIDR0,Register,AT90PWM2B
DIDR1,Register,AT90PWM2B
UDR,Register,AT90PWM2B
UCSRA,Register,AT90PWM2B
UCSRB,Register,AT90PWM2B
UCSRC,Register,AT90PWM2B
UBRR,Register,AT90PWM2B
SPCR,Register,AT90PWM2B
SPSR,Register,AT90PWM2B
SPDR,Register,AT90PWM2B
WDTCSR,Register,AT90PWM2B
EICRA,Register,AT90PWM2B
EIMSK,Register,AT90PWM2B
EIFR,Register,AT90PWM2B
EEAR,Register,AT90PWM2B
EEDR,Register,AT90PWM2B
EECR,Register,AT90PWM2B
PICR0,Register,AT90PWM2B
PFRC0B,Register,AT90PWM2B
PFRC0A,Register,AT90PWM2B
PCTL0,Register,AT90PWM2B
PCNF0,Register,AT90PWM2B
OCR0RB,Register,AT90PWM2B
OCR0SB,Register,AT90PWM2B
OCR0RA,Register,AT90PWM2B
OCR0SA,Register,AT90PWM2B
PSOC0,Register,AT90PWM2B
PIM0,Register,AT90PWM2B
PIFR0,Register,AT90PWM2B
PICR2,Register,AT90PWM2B
PFRC2B,Register,AT90PWM2B
PFRC2A,Register,AT90PWM2B
PCTL2,Register,AT90PWM2B
PCNF2,Register,AT90PWM2B
OCR2RB,Register,AT90PWM2B
OCR2SB,Register,AT90PWM2B
OCR2RA,Register,AT90PWM2B
OCR2SA,Register,AT90PWM2B
POM2,Register,AT90PWM2B
PSOC2,Register,AT90PWM2B
PIM2,Register,AT90PWM2B
PIFR2,Register,AT90PWM2B
PORTB,Register,AT90PWM316
DDRB,Register,AT90PWM316
PINB,Register,AT90PWM316
PORTC,Register,AT90PWM316
DDRC,Register,AT90PWM316
PINC,Register,AT90PWM316
PORTD,Register,AT90PWM316
DDRD,Register,AT90PWM316
PIND,Register,AT90PWM316
PORTE,Register,AT90PWM316
DDRE,Register,AT90PWM316
PINE,Register,AT90PWM316
SPMCSR,Register,AT90PWM316
EUDR,Register,AT90PWM316
EUCSRA,Register,AT90PWM316
EUCSRB,Register,AT90PWM316
EUCSRC,Register,AT90PWM316
MUBRRH,Register,AT90PWM316
MUBRRL,Register,AT90PWM316
AC0CON,Register,AT90PWM316
AC1CON,Register,AT90PWM316
AC2CON,Register,AT90PWM316
ACSR,Register,AT90PWM316
DAC,Register,AT90PWM316
DACON,Register,AT90PWM316
SREG,Register,AT90PWM316
SP,Register,AT90PWM316
MCUCR,Register,AT90PWM316
MCUSR,Register,AT90PWM316
OSCCAL,Register,AT90PWM316
SMCR,Register,AT90PWM316
GPIOR3,Register,AT90PWM316
GPIOR2,Register,AT90PWM316
GPIOR1,Register,AT90PWM316
GPIOR0,Register,AT90PWM316
PLLCSR,Register,AT90PWM316
PRR,Register,AT90PWM316
TIMSK0,Register,AT90PWM316
TIFR0,Register,AT90PWM316
TCCR0A,Register,AT90PWM316
TCCR0B,Register,AT90PWM316
TCNT0,Register,AT90PWM316
OCR0A,Register,AT90PWM316
OCR0B,Register,AT90PWM316
GTCCR,Register,AT90PWM316
TIMSK1,Register,AT90PWM316
TIFR1,Register,AT90PWM316
TCCR1A,Register,AT90PWM316
